119.508925566,21.680191813,105.801536655,6.197969891,30.060390147,5.186738125,1.064937383,1.227881406,1.075365576,0.312604354
138.219033105,49.445785717,92.739541332,12.031813964,26.547080914,7.833591676,1.548305048,1.923405087,2.237730594,2.492469927
124.905343998,33.982641190,115.799108077,14.001526616,28.530345746,6.622271021,4.630173978,0.718352880,2.340301123,4.152123460
113.707419451,29.421774754,93.704412081,11.046247621,35.218138796,5.834769125,4.783730534,0.183413977,0.742217907,4.769526685
129.076363890,44.110788441,98.491782819,11.793410793,31.692090408,5.457302382,4.430376636,1.721349782,2.443729188,4.035842524
121.249593404,34.759183972,94.650872396,14.912117880,24.937988662,5.294086758,1.845616056,0.229677898,2.519310014,4.796124813
121.995799256,32.009769627,89.740152996,10.038488338,25.207794205,9.590213776,0.162518819,0.436679640,0.274954155,3.431314809
133.648428305,26.307682556,118.851076717,8.253836661,25.850666543,7.014105166,4.535437260,0.316705950,4.953481974,2.946870595
124.667720437,32.504282150,118.274360584,11.603830909,23.425793859,6.061711991,3.779715600,1.702670982,2.362618623,2.625410215
127.490483825,34.923182913,102.721527389,8.726655099,33.867748386,7.444520588,0.468437490,1.963968130,2.210912296,4.767002589
132.536258730,24.053514935,118.917851508,12.441049555,37.048162574,7.827798138,3.092304057,1.836421112,1.899494204,1.042885274
124.410763397,28.098918136,107.846970160,5.148353747,30.111272070,5.318430577,2.521757373,1.364785645,3.633815370,1.329500308
135.176168291,31.130149443,101.111659528,12.575531156,27.130620749,8.582346631,3.358934949,1.504924587,2.907606451,1.204763898
149.574665120,20.466686680,97.750474324,12.181982712,39.114001512,9.055818623,1.941928096,1.818980070,4.783571637,0.635405497
142.536383822,40.579749885,115.222349412,11.211263966,39.328385154,5.995770679,1.439094755,1.449558509,1.560479805,4.388138301
135.663148156,31.277722065,97.302638798,10.276892840,38.435382845,6.878666617,0.533133443,2.395234269,0.301916292,1.683954967
130.223722778,48.547318575,117.852534039,11.711823426,37.459687311,5.831899836,1.626999094,0.273161517,1.718839309,2.206922661
117.290222141,40.818340777,118.562765610,13.070336647,39.872690211,5.047311837,1.243577811,1.538141734,4.176303359,1.894471519
129.173407929,24.952847240,104.192760021,8.425447864,28.135625670,6.290476918,2.096485099,0.566678077,1.226409204,1.866234340
145.807605507,24.908039288,101.740242666,11.767354058,36.696127503,8.306016506,3.685724470,0.696150008,2.708119800,2.898314675
117.041159780,31.120133071,95.454490412,11.933707496,20.524488935,8.338908750,3.906858632,0.300866082,0.667973408,1.020629697
118.744937646,40.811537836,96.207118160,12.362674707,21.485808771,5.137901472,4.108713906,2.251775217,1.778667285,3.433254285
135.251758879,37.449636603,107.546873726,5.803984547,31.959933453,8.372853372,4.312174982,1.865130079,4.298292347,4.664621557
133.769512194,27.320499831,100.935852673,11.088868561,24.178466204,7.234561921,1.071065414,2.223171152,1.710530697,1.333483182
111.496304940,32.783590265,111.221107883,7.023381847,38.882691775,8.857119673,3.604892571,2.434526471,1.378552970,3.918035386
137.888246679,28.577957456,100.840104016,14.840577763,38.735462099,5.004576606,1.376042895,1.875446496,0.654597691,3.448942894
116.286809961,48.290047689,98.436714123,14.439830762,33.667472999,6.094932376,1.476647779,0.832057929,2.743290078,2.741750234
141.982673752,36.003405011,109.293922001,11.807160103,37.940830496,7.115965390,2.810679649,2.111135064,4.876795060,4.352051950
127.065592981,48.031563079,108.671456623,9.780806661,25.056769133,8.936654123,1.003746681,0.786210976,2.207228077,0.242286789
132.495768974,29.935889275,107.002119459,5.323829069,28.924026729,5.262967725,3.300561874,1.186282700,0.381711063,0.432679247
113.074159524,27.960577835,113.066106773,5.670382300,25.575108008,8.016595560,3.580774579,0.343299660,2.580600970,1.084514946
111.873352871,37.143928683,102.791627125,9.827847152,32.195898661,6.367973854,1.790246380,0.325214086,1.471134427,3.753827703
